Position (mm),Force (N)
1.5130834,1934.4375
1.511767926,2151.75
1.515077453,1771.5625
1.504511979,1978.875
1.500196506,2121.1875
1.503756033,1866
1.50944056,1995.8125
1.510750087,1980.625
1.511934614,2045.4375
1.501494141,2087.75
1.520428669,1852.5625
1.514488196,1992.375
1.500922724,2102.1875
1.500357252,2217
1.52066678,1896.8125
1.506601308,2254.125
1.502160836,2296.4375
1.522595364,2396.25
1.525029893,2048.5625
1.503714421,2258.375
1.50302395,2340.6875
1.506083479,2288
1.518893008,2045.3125
1.505702537,2115.125
1.507637067,2194.9375
1.513321596,2022.25
1.514756126,2494.5625
1.513815656,2359.375
1.518875186,2399.1875
1.512184717,2106.5
1.517869247,2478.8125
1.510803778,2203.625
1.523988309,2445.9375
1.52267284,2143.25
1.525732372,2565.5625
1.508166903,2105.375
1.525726435,2575.1875
1.505660967,2252.5
1.5040955,2554.8125
1.507405032,2377.125
1.518089565,2261.9375
1.504524098,2269.25
1.510958632,2499.0625
1.520393165,2348.875
1.510827699,2613.6875
1.516262234,2683.5
1.508446768,2435.8125
1.521131303,2578.125
1.503315838,2497.9375
1.512000374,2670.25
1.52418491,2285.0625
1.506619446,2347.375
1.520553982,2452.1875
1.513363519,2617
1.517798057,2746.8125
1.518607594,2621.625
1.513042132,2306.4375
1.526976671,2341.25
1.506411209,2748.5625
1.510470749,2638.375
1.510280288,2418.1875
1.515964828,2363
1.511524369,2597.8125
1.52695891,2690.125
1.505768451,2552.4375
1.511827993,2514.75
1.520137535,2544.5625
1.510697078,2864.375
1.512131621,2591.6875
1.525191165,2731.5
1.527375709,2571.3125
1.526935254,2796.125
1.5233698,2768.4375
1.509929346,2890.75
1.527113892,2965.5625
1.508673439,2527.875
1.524607987,2810.1875
1.509292535,2635
1.522352084,2584.8125
1.526786634,2977.125
1.515721184,2746.9375
1.516280735,3004.25
1.527340286,2696.5625
1.524774839,2738.875
1.521084392,2756.1875
1.510768945,2698.5
1.5265785,3050.8125
1.525638055,2743.125
1.519072611,2930.4375
1.508882167,2947.75
1.507066725,2992.5625
1.527626283,2677.375
1.510685842,3112.1875
1.522745402,3034.5
1.510304963,2816.8125
1.510114525,2916.625
1.529924088,2863.9375
1.524733651,2926.25
1.529793216,3103.5625
1.516352781,2798.375
1.527037348,2885.6875
1.506971915,3020.5
1.515156483,2817.8125
1.525841053,3032.625
1.515650623,3257.4375
1.524085195,2777.25
1.519144768,2842.0625
1.529329342,2819.375
1.524013917,2861.6875
1.511948493,3029
1.50975807,2926.3125
1.519442649,2941.125
1.517627228,2975.9375
1.522811809,3078.25
1.528871392,3053.0625
1.524055975,3155.375
1.51886556,3160.1875
1.509925147,3297.5
1.516609734,2922.3125
1.510794323,3284.625
1.509853914,3094.4375
1.521288506,3331.75
1.5180981,3039.0625
1.519157695,3333.875
1.512217291,3441.1875
1.511651889,3343.5
1.525086489,3465.8125
1.51014609,3365.625
1.528455693,3255.4375
1.515265298,3477.75
1.523199905,3450.0625
1.525259513,3194.875
1.512569123,3224.6875
1.521878734,3462
1.510563348,3279.3125
1.510497964,3069.125
1.508182581,3506.4375
1.509867201,3481.25
1.524176822,3328.5625
1.524611445,3360.875
1.531671071,3178.1875
1.528105698,3553
1.518790328,3372.8125
1.52847496,3180.125
1.525034594,3634.9375
1.530344231,3642.25
1.520028869,3309.5625
1.51558851,3649.375
1.531148153,3339.1875
1.516957799,3629
1.512017447,3438.8125
1.520077098,3621.125
1.509511751,3350.9375
1.521821407,3365.75
1.525131065,3328.0625
1.517940727,3482.875
1.53050039,3492.6875
1.511685057,3445
1.529744726,3784.8125
1.521179398,3564.625
1.534114073,3496.9375
1.521548751,3711.75
1.514483433,3686.5625
1.511168117,3803.875
1.524852804,3756.1875
1.512537494,3598.5
1.528097188,3398.3125
1.524406884,3528.125
1.531341584,3672.9375
1.521776288,3422.75
1.530210995,3425.0625
1.521395705,3832.375
1.534080419,3854.6875
1.510890136,3782
1.526324857,3449.3125
1.532134582,3556.625
1.51869431,3968.9375
1.521754043,3761.25
1.518688779,3583.5625
1.528623519,3885.875
1.518683263,3670.6875
1.524493011,3698
1.518802764,3595.3125
1.51123752,4025.125
1.520422281,4034.9375
1.534732046,3827.25
1.532791815,3757.0625
1.515851589,3639.375
1.513911368,3596.6875
1.533846151,3881.5
1.516280939,4076.3125
1.514215731,3918.625
1.526025528,3670.9375
1.524085331,3818.25
1.512020138,4130.5625
1.51907995,3860.375
1.535764767,4150.1875
1.51732459,3732.5
1.517384418,3849.8125
1.530069251,3777.125
1.526504089,3979.4375
1.520313933,3959.25
1.512123783,4166.5625
1.535058638,4123.875
1.512243499,4211.1875
1.536428366,4196
1.517863239,3973.3125
1.534673118,3900.625
1.523608003,4212.9375
1.512417895,3837.75
1.518102792,4250.0625
1.531662696,4304.875
1.530097607,4294.6875
1.513157524,4309.5
1.526592447,4249.3125
1.532902378,4146.625
1.521212315,4021.4375
1.515397259,4356.25
1.523957211,4318.5625
1.517642169,3898.375
1.527827135,4315.6875
1.531387108,4398
1.526072089,4015.3125
1.529882077,4277.625
1.530192073,4194.9375
1.536627077,4169.75
1.515562088,3974.5625
1.537747108,4304.375
1.533432136,4124.1875
1.517242172,4391.5
1.520302216,4073.8125
1.515487269,4443.625
1.528922331,4083.4375
1.529857401,4203.25
1.51766748,4198.0625
1.518477568,4542.875
1.525037665,4352.6875
1.536972771,4565
1.530782887,4382.3125
1.517343012,4372.125
1.515778147,4476.9375
1.530338292,4306.75
1.522773446,4221.5625
1.53620861,4461.375
1.525893785,4433.6875
1.521953969,4361
1.533014165,4550.8125
1.52332437,4508.125
1.539009587,4242.9375
1.520069814,4522.75
1.523755052,4215.0625
1.524315301,4209.875
1.535250562,4479.6875
1.531060834,4309.5
1.518246118,4361.8125
1.528681413,4366.625
1.51649172,4598.9375
1.52467704,4646.25
1.523862371,4738.5625
1.519047715,4363.375
1.532733071,4695.6875
1.52329344,4410.5
1.534353822,4535.3125
1.532414217,4570.125
1.528349625,4362.4375
1.536285046,4349.75
1.522220481,4427.0625
1.54028093,4696.875
1.528341392,4871.6875
1.528276869,4606.5
1.53996236,4821.3125
1.536022865,4713.625
1.523708385,4488.4375
1.538143919,4760.75
1.533579469,4908.0625
1.531015034,4795.375
1.524700614,4865.1875
1.517761209,4497.5
1.532196821,4822.3125
1.535507448,4854.625
1.528818092,4591.9375
1.534628752,4694.25
1.526314428,4884.0625
1.517750121,4671.375
1.537935831,4596.1875
1.516871558,4886
1.541182303,4655.8125
1.521118065,4935.625
1.541553845,4825.4375
1.526489644,4970.25
1.52667546,5032.5625
1.540736295,4932.375
1.528172148,4929.6875
1.532983021,4632
1.528043913,4931.8125
1.523729824,5021.625
1.538540754,4928.9375
1.541226705,4833.75
1.541912676,5111.0625
1.526973667,4705.875
1.532784678,4808.1875
1.535220711,4935.5
1.518031765,4887.8125
1.53409284,5195.125
1.528778936,5197.4375
1.523965055,5087.25
1.521526195,5094.5625
1.534212358,4801.875
1.522523544,5191.6875
1.537459752,4916.5
1.541395984,4873.8125
1.539207239,5126.125
1.535393518,4898.4375
1.519704821,5050.75
1.530891148,5003.0625
1.5403275,5327.875
1.528513877,5000.1875
1.526450279,5182.5
1.533511706,5267.3125
1.526323159,5337.125
1.542259638,5339.4375
1.534446144,5059.25
1.538007676,5179.0625
1.528569235,5233.875
1.524505821,4921.1875
1.541317435,5098.5
1.525879077,5185.8125
1.536690747,5423.125
1.535752445,5297.9375
1.540439173,5300.25
1.521250929,5382.5625
1.537062716,5384.875
1.520374532,5389.6875
1.523061378,5434.5
1.535373254,5036.8125
1.528810162,5131.625
1.526622101,5283.9375
1.531434071,5283.75
1.531621073,5371.0625
1.522058108,5435.875
1.522995175,5295.6875
1.539182275,5420.5
1.529619409,5490.3125
1.538306576,5175.125
1.525243777,5584.9375
1.531181013,5147.25
1.521743284,5517.0625
1.52530559,5279.375
1.542617932,5564.1875
1.534930309,5169
1.545242723,5211.3125
1.525555174,5631.125
1.538117662,5603.4375
1.527680188,5430.75
1.533492752,5615.5625
1.529930354,5660.375
1.535242995,5267.6875
1.525055675,5665
1.546118395,5552.3125
1.544806156,5579.625
1.538743956,5724.4375
1.532556798,5324.25
1.539869681,5491.5625
1.534057606,5501.375
1.527495574,5433.6875
1.525933584,5551
1.539246637,5393.3125
1.539184734,5495.625
1.525747875,5597.9375
1.543936061,5505.25
1.540124292,5615.0625
1.531312569,5734.875
1.525000891,5632.1875
1.53231426,5464.5
1.531377677,5479.3125
1.53231614,5664.125
1.542504652,5478.9375
1.541318212,5513.75
1.532131821,5848.5625
1.52332048,5583.375
1.544384188,5558.1875
1.540697947,5825.5
1.531886758,5582.8125
1.53907562,5810.125
1.546389534,5667.4375
1.5449535,5832.25
1.53914252,5974.5625
1.546206594,5639.375
1.539645722,5569.1875
1.545709905,5649
1.524774143,5651.3125
1.530963437,5938.625
1.531777788,5650.9375
1.542467196,5648.25
1.541156661,6048.0625
1.527971185,5667.875
1.529285768,5872.6875
1.53672541,5665
1.537540112,5824.8125
1.525729875,6154.625
1.5299197,5859.4375
1.537984586,6021.75
1.526924534,5986.5625
1.543364546,6193.875
1.537679621,5811.1875
1.545869761,5841
1.533309966,5863.3125
1.532875237,5853.125
1.536565574,5772.9375
1.532380978,5975.25
1.528446449,6147.5625
1.525761989,5792.375
1.528452598,6159.6875
1.544643276,6129.5
1.540209025,5816.8125
1.542149845,6194.125
1.546090737,5971.4375
1.539656701,6243.75
1.524972738,5998.5625
1.541163849,6275.875
1.550105034,6060.6875
1.543421295,5933
1.528487632,6105.3125
1.548929045,5965.125
1.535995536,6317.4375
1.538937106,6407.25
1.537003754,6097.0625
1.533695482,6099.375
1.54788729,6129.1875
1.54382918,6111.5
1.529271151,6098.8125
1.544838206,6161.125
1.527405344,6178.4375
1.537847566,6015.75
1.533789874,6075.5625
1.531357268,6425.375
1.537299749,6265.1875
1.545492317,6232.5
1.550434973,6247.3125
1.539252719,6372.125
1.540070555,6476.9375
1.526513483,6309.25
1.531956501,6344.0625
1.528774613,6291.375
1.534467818,6523.6875
1.539286118,6588.5
1.528479513,6230.8125
1.529298004,6305.625
1.549991592,6632.9375
1.532310278,6377.75
1.533004064,6552.5625
1.538322948,6604.875
1.534516934,6642.1875
1.530086021,6457
1.533905211,6624.3125
1.550099505,6646.625
1.539668903,6326.4375
1.534738406,6503.75
1.552308016,6416.0625
1.535502733,6588.375
1.552572559,6425.6875
1.545892494,6425.5
1.539837539,6555.3125
1.536407695,6340.125
1.541352964,6559.9375
1.549548347,6494.75
1.541743843,6339.5625
1.543189455,6669.375
1.532385184,6691.6875
1.53895603,6796.5
1.550151994,6506.3125
1.542348079,6768.625
1.546294283,6528.4375
1.54849061,6583.25
1.54156206,6645.5625
1.547258633,6412.875
1.537330332,6420.1875
1.546277156,6827.5
1.537599108,6487.3125
1.545171188,6924.625
1.549243398,6794.4375
1.553565739,6761.75
1.533263211,6761.5625
1.546710817,6663.875
1.543908556,6576.1875
1.551231431,6768.5
1.530304443,6853.3125
1.535627592,7003.125
1.55370088,6660.4375
1.541774308,6750.25
1.532597878,6990.0625
1.54442159,6879.875
1.547745446,6837.1875
1.532069447,6919.5
1.550143595,6696.8125
1.53121789,6639.125
1.545792334,6971.4375
1.545116928,6968.75
1.546316674,7091.0625
1.535891572,6923.375
1.544966625,7033.1875
1.531666832,7028
1.536367197,6955.3125
1.55169272,7127.625
1.546768402,6949.9375
1.535594244,6737.25
1.532920249,6944.5625
1.548496418,7014.375
1.551822751,7031.6875
1.534399251,7119
1.548600918,7113.8125
1.552427755,6903.625
1.540629762,7253.4375
1.536706941,6835.75
1.538159294,6810.5625
1.554986821,6860.375
1.543439525,7275.1875
1.544517407,7215
1.532470468,7277.3125
1.53654871,7129.625
1.546127135,7041.9375
1.532830743,7099.25
1.550034536,7084.0625
1.550363517,6926.375
1.538567686,7208.6875
1.542147045,7071
1.543726596,7045.8125
1.53830634,6993.125
1.557636279,7327.9375
1.544716414,6950.25
1.542046747,7077.5625
1.53825228,7062.375
1.548083015,7262.1875
1.538038952,6994.5
1.533870094,7481.8125
1.557826442,7194.125
1.549907998,7251.4375
1.539864764,7028.75
1.557821742,7033.5625
1.554653932,7225.875
1.550361337,7225.6875
1.533943959,7103
1.552151799,7360.3125
1.53760986,7335.125
1.544068142,7087.4375
1.556651648,7174.75
1.558610379,7312.0625
1.557944338,7181.875
1.543153526,7244.1875
1.543862945,7151.5
1.555572596,7381.3125
1.540032482,7561.125
1.542492605,7560.9375
1.554952966,7495.75
1.558413568,7208.0625
1.560124412,7482.875
1.5548355,7297.6875
1.550796834,7510
1.560008416,7397.3125
1.541470249,7652.125
1.559557333,7439.4375
1.552019671,7561.75
1.541982266,7324.0625
1.557820118,7313.875
1.539158231,7291.1875
1.554496605,7481
1.550585244,7348.3125
1.544674149,7745.625
1.560138322,7777.9375
1.540602766,7540.25
1.555192482,7482.5625
1.545907473,7602.375
1.554747741,7834.6875
1.539338287,7509.5
1.551929115,7614.3125
1.551145226,7554.125
1.555611623,7533.9375
1.559703307,7488.75
1.554670281,7836.0625
1.545762547,7445.875
1.549980108,7730.6875
1.562447965,7895.5
1.549791122,7457.8125
1.544884579,7605.125
1.55160334,7552.4375
1.541447407,7769.75
1.540166782,7947.0625
1.559011468,7594.375
1.555731467,7694.1875
1.543451781,7866.5
1.547047413,7908.8125
1.552643365,7578.625
1.557614639,7563.4375
1.544711239,7720.75
1.554808166,7895.5625
1.548530423,7955.375
1.554128012,8022.6875
1.563475937,7845
1.544199199,7897.3125
1.5539228,7689.625
1.560771745,7809.4375
1.564371034,7644.25
1.552095672,7866.5625
1.545195659,7903.875
1.561421,7996.1875
1.550646696,7906
1.559747751,7905.8125
1.543099166,8140.625
1.540575945,7727.9375
1.55955309,7850.25
1.543905604,7812.5625
1.545633491,7769.875
1.552111751,7809.6875
1.542215389,8044.5
1.545569407,8244.3125
1.547423807,7936.625
1.558153594,8281.4375
1.565383769,8086.25
1.546364335,8168.5625
1.553720295,8155.875
1.563326653,7953.1875
1.551433411,8053
1.547665571,8172.8125
1.566148138,8022.625
1.560256113,8087.4375
1.550114501,8174.75
1.556973303,8319.5625
1.556832523,8004.375
1.553067164,8319.1875
1.544927228,7949
1.55716272,8363.8125
1.550898642,8228.625
1.563384997,8283.4375
1.561371789,8063.25
1.54823402,8078.0625
1.557596694,8117.875
1.555334813,8037.6875
1.565198382,8070
1.549437402,8482.3125
1.547301879,8447.125
1.560041814,8386.9375
1.554532211,8524.25
1.562398073,8501.5625
1.564764404,8091.375
1.550381207,8393.6875
1.563873486,8078.5
1.569241243,8090.8125
1.556109482,8160.625
1.568103207,8140.4375
1.55222242,8442.75
1.566092127,8597.5625
1.545212329,8442.375
1.55520803,8442.1875
1.561829234,8644.5
1.560825945,8569.3125
1.560823166,8224.125
1.549195901,8521.4375
1.552319152,8546.25
1.559817925,8401.0625
1.556942222,8670.875
1.563817047,8230.6875
1.559567404,8390.5
1.566568296,8405.3125
1.560694728,8447.625
1.565446703,8507.4375
1.570074224,8414.75
1.549827297,8677.0625
1.565830923,8566.875
1.569835108,8376.6875
1.557964855,8631.5
1.548970168,8793.8125
1.569101051,8788.625
1.559357507,8735.9375
1.557739542,8613.25
1.550247158,8635.5625
1.55825536,8377.875
1.570014151,8772.6875
1.571273537,8780
1.57278352,8859.8125
1.568419105,8442.125
1.554430296,8436.9375
1.569692098,8789.25
1.571454514,8839.0625
1.549467548,8686.375
1.562981205,8576.1875
1.562495489,8571
1.550510405,8825.8125
1.573275955,8880.625
1.558292146,8987.9375
1.553933981,8895.25
1.573076464,8760.0625
1.5613446,8997.375
1.551363394,8844.6875
1.573382849,8922
1.56990297,8961.8125
1.571423761,9061.625
1.575195228,8656.4375
1.564092375,8656.25
1.571490205,8666.0625
1.568638725,8635.875
1.568662937,8910.6875
1.574562848,8658
1.559838461,8742.8125
1.575614782,9020.125
1.570641814,8709.9375
1.560419564,8739.75
1.555948035,8874.5625
1.560977232,8906.875
1.57175716,8714.1875
1.559037824,8919
1.567069228,9108.8125
1.556476379,9196.125
1.56950928,9113.4375
1.568417936,9215.75
1.562077353,9110.5625
1.560487535,8875.375
1.553898488,9152.6875
1.578310216,9147.5
1.566972725,8912.3125
1.55801102,8942.125
1.555050106,8824.4375
1.567214987,8824.25
1.57088067,9291.5625
1.556547159,9068.875
1.57683946,9016.1875
1.566507578,9238.5
1.558051518,9185.8125
1.564596285,9168.125
1.571516886,9295.4375
1.579063324,8985.25
1.577610607,9212.5625
1.569783739,9267.375
1.565332725,8969.6875
1.578257571,9307
1.559308284,9409.3125
1.579109867,9139.125
1.574287327,9423.9375
1.56184067,9463.75
1.581519901,9366.0625
1.582325025,9488.375
1.57438105,9018.1875
1.578437979,9063
1.58312082,9467.8125
1.576679577,9032.625
1.580614257,9487.4375
1.559424865,9174.75
1.564611408,9549.5625
1.562423892,9291.875
1.562237322,9161.6875
1.562301704,9324
1.580742044,9268.8125
1.585058349,9476.125
1.571000624,9595.9375
1.578568876,9190.75
1.564138111,9630.5625
1.561833335,9257.875
1.575404554,9580.1875
1.565601774,9207.5
1.561675002,9539.8125
1.567124244,9594.625
1.565574506,9691.9375
1.565900796,9371.75
1.587103118,9594.0625
1.57805648,9401.375
1.572885888,9288.6875
1.571841349,9558.5
1.565547868,9383.3125
1.571505454,9618.125
1.573964112,9510.4375
1.576923849,9480.25
1.584259671,9527.5625
1.584971586,9642.375
1.5788096,9732.1875
1.57777372,9387
1.574113953,9441.8125
1.566830306,9749.125
1.582422784,9816.4375
1.589016397,9728.75
1.56723615,9868.5625
1.58558205,9470.875
1.566679105,9830.6875
1.572152321,9413
1.590876706,9492.8125
1.572727266,9855.125
1.57157901,9904.9375
1.588931944,9747.25
1.586786075,9939.5625
1.568891411,9624.375
1.582747959,9474.1875
1.582355726,9494
1.57021472,9576.3125
1.569574949,9691.125
1.590811419,9950.9375
1.591424138,9555.75
1.579538114,9998.0625
1.570528355,9777.875
1.574769867,9817.6875
1.58863766,9710
1.589381739,9639.8125
1.575877114,9612.125
1.572873792,10024.4375
1.58437178,9841.75
1.587746087,9619.0625
1.58287172,9781.375
1.583123688,9968.6875
1.578751998,10106
1.597256659,10125.8125
1.595262678,9728.125
1.586020064,10130.4375
1.582403824,10135.25
1.595163968,10125.0625
1.573675502,9944.875
1.598188436,9719.6875
1.589452777,10054.5
1.582093535,9899.3125
1.593610717,9864.125
1.595129332,9938.9375
1.591649388,10161.25
1.588420893,9946.0625
1.581318858,9973.375
1.590968289,10023.1875
1.578244195,10113
1.597771586,10235.3125
1.57842547,9842.625
1.594580856,10157.4375
1.599737752,9969.75
1.587771168,10239.5625
1.588556111,9956.875
1.588592592,10131.6875
1.596505619,9959
1.581795202,9961.3125
1.593836348,10346.125
1.584129068,10105.9375
1.602298371,9930.75
1.585094265,10145.5625
1.58839176,10277.875
1.600190866,10320.1875
1.589241591,10420
1.587793945,10309.8125
1.590722937,10249.625
1.592778577,10224.4375
1.583460874,10154.25
1.605394839,10156.5625
1.59283048,10068.875
1.599642807,10086.1875
1.596206829,10458.5
1.598772558,10515.8125
1.592715002,10495.625
1.590784171,10492.9375
1.606355075,10507.75
1.588677724,10257.5625
1.585502128,10122.375
1.586828297,10469.6875
1.590531242,10227
1.592735971,10456.8125
1.587317496,10271.625
1.591525826,10388.9375
1.592610973,10468.75
1.597822945,10258.5625
1.603536754,10428.375
1.60187741,10530.6875
1.594094923,10630.5
1.589439305,10277.8125
1.598785564,10540.125
1.594133713,10714.9375
1.590858762,10439.75
1.599085721,10289.5625
1.609314601,10594.375
1.601045413,10624.1875
1.604403168,10351.5
1.600387877,10426.3125
1.59962455,10501.125
1.5969882,10553.4375
1.615978836,10733.25
1.61822147,10740.5625
1.596841113,10725.375
1.611712776,10530.1875
1.612211471,10427.5
1.616962209,10467.3125
1.601590002,10597.125
1.61459486,10694.4375
1.620476795,10796.75
1.615485819,10476.5625
1.613996943,10791.375
1.610135179,10738.6875
1.610650539,10906
1.619293034,10550.8125
1.606562676,10830.625
1.602834478,10540.4375
1.61623345,10690.25
1.612134606,10820.0625
1.601912956,10849.875
1.603318513,10809.6875
1.60735129,10549.5
1.620886298,10814.3125
1.613798549,10929.125
1.618963057,10816.4375
1.605379832,10901.25
1.611423889,10738.5625
1.609845238,10675.875
1.611768893,11023.1875
1.628569867,11038
1.625373171,11040.3125
1.618053819,10692.625
1.626236823,10889.9375
1.623297196,11054.75
1.630859952,10787.0625
1.622050102,10739.375
1.61386766,10856.6875
1.625312639,10931.5
1.621635053,11073.8125
1.622584913,10716.125
1.615037234,11065.9375
1.617242029,10765.75
1.630699311,11155.5625
1.620909093,10745.375
1.621371389,10912.6875
1.618711213,10740
1.630178578,10879.8125
1.613148497,10794.625
1.620995985,10816.9375
1.631846055,11249.25
1.615698721,11021.5625
1.617303997,11256.375
1.616036897,11138.6875
1.618022435,10971
1.617260624,10870.8125
1.63575148,10853.125
1.632620016,11002.9375
1.626366246,11187.75
1.635740185,11062.5625
1.618366848,11327.375
1.622121248,11184.6875
1.6188784,10909.5
1.623638319,11079.3125
1.64052602,10944.125
1.624791517,11178.9375
1.621059824,11026.25
1.628580958,11083.5625
1.627604932,11395.875
1.630631762,11103.1875
1.640411462,11023
1.623819048,11282.8125
1.643354535,11350.125
1.641767939,11089.9375
1.634684273,11242.25
1.628853555,11082.0625
1.646150799,11134.375
1.647701021,11366.6875
1.634379236,11169
1.64856046,11138.8125
1.629244708,11523.625
1.644056998,11328.4375
1.632622343,11348.25
1.634065761,11388.0625
1.633887267,11215.375
1.645711877,11602.6875
1.635039608,11270
1.640120475,11164.8125
1.635204495,11457.125
1.644416684,11611.9375
1.652382058,11246.75
1.657350635,11586.5625
1.65207243,11216.375
1.643797461,11353.6875
1.637525743,11556
1.638007294,11660.8125
1.65749213,11675.625
1.643230269,11510.4375
1.640971727,11317.75
1.653841521,11350.0625
1.664464669,11754.875
1.657466187,11562.1875
1.646221094,11782
1.647479405,11559.3125
1.653366139,11676.625
1.660631314,11681.4375
1.648274946,11458.75
1.649922053,11536.0625
1.648447654,11413.375
1.667351765,11485.6875
1.650634405,11578
1.648545592,11480.3125
1.653085343,11775.125
1.657003678,11599.9375
1.663175613,11582.25
1.667351167,11502.0625
1.651780358,11719.375
1.676088206,11691.6875
1.666274727,11576.5
1.656464942,11673.8125
1.676158868,11936.125
1.667606524,11973.4375
1.67230793,11743.25
1.658388103,11858.0625
1.665847063,11967.875
1.676434828,11675.1875
1.670526419,11607.5
1.665246854,11982.3125
1.665721152,11902.125
1.667949332,11669.4375
1.671806415,11969.25
1.67729242,11701.5625
1.682532365,11858.875
1.682401272,11956.1875
1.676274159,11621
1.677401047,11725.8125
1.668156955,12003.125
1.676291903,12030.4375
1.682180912,11747.75
1.677324001,11987.5625
1.670721191,12064.875
1.690872502,11674.6875
1.680902955,11774.5
1.67543757,11839.3125
1.692726367,12079.125
1.689019368,11788.9375
1.693441593,11891.25
1.689243063,11738.5625
1.692298798,11943.375
1.67885882,12105.6875
1.677798151,12188
1.68974181,12245.3125
1.70281482,11922.625
1.685142201,11859.9375
1.700098975,11899.75
1.697685164,12289.5625
1.69915079,11979.375
1.682120873,12051.6875
1.689970436,11844
1.7086995,11943.8125
1.695183089,12268.625
1.702796223,11978.4375
1.693788924,12003.25
1.706161216,12188.0625
1.69428812,12157.875
